"Accelerometer",,"20150701161204562","-3.5957717895507813","14.355846405029297","0.9125633239746094","Magnetometer",,"20150701161204564","37.0","-37.5","19.0625","Gyroscope",,"20150701161204566","-1.2540000677108765","1.662000060081482","-0.5640000104904175","Gravity",,"20150701161204567","-4.380000114440918","7.929999828338623","-3.7200000286102295"
"Accelerometer",,"20150701161204583","-4.508335113525391","13.674829483032227","-0.14982382953166962","Magnetometer",,"20150701161204584","36.6875","-37.5625","19.3125","Gyroscope",,"20150701161204586","-0.815000057220459","1.1510000228881836","0.21300001442432404","Gravity",,"20150701161204587","-4.150000095367432","8.109999656677246","-3.5999999046325684"
"Accelerometer",,"20150701161204664","0.6401563286781311","3.023717164993286","4.549196243286133","Magnetometer",,"20150701161204666","37.6875","-37.4375","20.1875","Gyroscope",,"20150701161204666","-0.8840000629425049","2.2940001487731934","0.8890000581741333","Gravity",,"20150701161204669","-3.819999933242798","8.350000381469727","-3.4100000858306885"
"Accelerometer",,"20150701161204670","-0.19068486988544464","0.9125633239746094","-0.217925563454628","Magnetometer",,"20150701161204671","36.5","-38.1875","20.375","Gyroscope",,"20150701161204671","-1.5200001001358032","3.058000087738037","0.3500000238418579","Gravity",,"20150701161204672","-3.440000057220459","8.609999656677246","-3.1500000953674316"
"Accelerometer",,"20150701161204674","-3.214401960372925","1.5663399696350098","-1.5663399696350098","Magnetometer",,"20150701161204675","35.3125","-39.0625","21.5625","Gyroscope",,"20150701161204676","-2.2230000495910645","1.1380000114440918","-0.5300000309944153","Gravity",,"20150701161204679","-3.259999990463257","8.869999885559082","-2.559999942779541"
"Accelerometer",,"20150701161204680","-4.903325080871582","5.775027275085449","2.3699405193328857","Magnetometer",,"20150701161204681","35.0","-39.6875","21.8125","Gyroscope",,"20150701161204682","-2.805000066757202","1.2890000343322754","-0.8990000486373901","Gravity",,"20150701161204683","-3.559999942779541","8.859999656677246","-2.1600000858306885"
"Accelerometer",,"20150701161204684","-0.7627394795417786","13.593107223510742","11.713499069213867","Magnetometer",,"20150701161204684","33.25","-40.25","21.375","Gyroscope",,"20150701161204691","-1.4620000123977661","0.03800000250339508","-1.100000023841858","Gravity",,"20150701161204693","-4.400000095367432","8.550000190734863","-1.8700000047683716"
"Accelerometer",,"20150701161204701","-0.06810174137353897","17.07991600036621","8.226690292358398","Magnetometer",,"20150701161204702","33.125","-40.8125","20.4375","Gyroscope",,"20150701161204703","-0.07000000029802322","-0.08700000494718552","-1.065000057220459","Gravity",,"20150701161204704","-4.449999809265137","8.59000015258789","-1.5399999618530273"
"Accelerometer",,"20150701161204720","3.255263090133667","14.165162086486816","-8.499096870422363","Magnetometer",,"20150701161204721","33.375","-40.75","19.375","Gyroscope",,"20150701161204722","0.2970000207424164","0.4190000295639038","-0.5370000004768372","Gravity",,"20150701161204723","-4.309999942779541","8.680000305175781","-1.4199999570846558"
"Accelerometer",,"20150701161204740","-0.40861043334007263","10.296982765197754","-7.613774299621582","Magnetometer",,"20150701161204741","33.5625","-41.0625","18.125","Gyroscope",,"20150701161204742","-1.8070000410079956","-0.1300000101327896","0.14300000667572021","Gravity",,"20150701161204743","-3.950000047683716","8.880000114440918","-1.2300000190734863"
"Accelerometer",,"20150701161204760","-3.4459478855133057","8.608059883117676","-0.7627394795417786","Magnetometer",,"20150701161204761","34.0","-40.8125","17.375","Gyroscope",,"20150701161204762","-1.939000129699707","0.5750000476837158","0.6760000586509705","Gravity",,"20150701161204763","-3.559999942779541","9.050000190734863","-1.190000057220459"
"Accelerometer",,"20150701161204779","-3.745595693588257","7.695496559143066","0.2587866187095642","Magnetometer",,"20150701161204780","34.1875","-40.5625","16.5625","Gyroscope",,"20150701161204781","-1.7980000972747803","0.9080000519752502","0.7210000157356262","Gravity",,"20150701161204783","-3.4100000858306885","9.109999656677246","-1.149999976158142"
"Accelerometer",,"20150701161204800","-2.5606253147125244","7.886181354522705","0.7218784093856812","Magnetometer",,"20150701161204802","33.3125","-41.375","15.1875","Gyroscope",,"20150701161204803","-1.8230000734329224","-0.24000000953674316","0.4870000183582306","Gravity",,"20150701161204804","-3.240000009536743","9.210000038146973","-0.7599999904632568"
"Accelerometer",,"20150701161204820","-1.4437568187713623","7.000858783721924","0.9125633239746094","Magnetometer",,"20150701161204822","32.625","-42.0","14.5","Gyroscope",,"20150701161204823","-1.6630001068115234","-0.7090000510215759","0.23100000619888306","Gravity",,"20150701161204825","-3.2100000381469727","9.25","-0.36000001430511475"
"Accelerometer",,"20150701161204840","-0.34050869941711426","7.845320224761963","0.5720546245574951","Magnetometer",,"20150701161204841","32.0625","-43.125","13.0625","Gyroscope",,"20150701161204843","-1.4230000972747803","-0.1340000033378601","0.07000000029802322","Gravity",,"20150701161204844","-3.1600000858306885","9.270000457763672","-0.07000000029802322"
"Accelerometer",,"20150701161204862","-1.0215260982513428","9.493382453918457","0.9125633239746094","Magnetometer",,"20150701161204865","31.5","-43.8125","11.4375","Gyroscope",,"20150701161204871","-1.1420000791549683","1.0640000104904175","-0.09600000083446503","Gravity",,"20150701161204875","-3.0999999046325684","9.289999961853027","0.019999999552965164"
"Accelerometer",,"20150701161204884","-1.6344417333602905","8.88046646118164","1.1441092491149902","Magnetometer",,"20150701161204890","32.0","-44.625","10.625","Gyroscope",,"20150701161204894","-1.1690000295639038","1.1340000629425049","-0.08900000154972076","Gravity",,"20150701161204902","-2.9600000381469727","9.329999923706055","0.18000000715255737"
